start_time,close_time,request_id,type,department,address,zipcode,status,problem_category,problem,location_type,park_district,large_crew,material_type,material_condition,description,lat,lon,case_id,parent_case_id,year,geometry
2022/03/18 13:29,,14806143,Janitorial Maintenance,Parks & Recreation,3900 E ROOSEVELT BLVD,19124,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,Reporting trash located on the ground near Bingham St & E Roosevelt Blvd side of the park.,40.0274854,-75.1128708,5008Y00001rndjC,,2022,POINT (490369.2453601003 4430813.937498029)
2022/03/19 20:30,2022/09/08 15:56,14807845,Janitorial Maintenance,Parks & Recreation,S CHRISTOPHER COLUMBUS BLVD & REED ST,,Closed,Janitorial Maintenance,Trash,Other Parks,,,,,"tires have been dumped again. this is an on going issue. Sanitation has assisted several times in the removal. However, we need them AGAIn!!!

 Custom Fields: 
Custom fields:
Describe the issue: tires have been dumped AGAIN!!!
Where is the issue?: Exterior",39.929851,-75.1444789,5008Y00001ro53w,,2022,POINT (487654.71158914204 4419981.403513256)
2022/03/21 20:21,2022/09/27 11:18,14811563,Janitorial Maintenance,Parks & Recreation,2020 E HAGERT ST,19125,Closed,Janitorial Maintenance,Trash,Playground,,No,,,"Overflowing trash at park

 Custom Fields: 
Custom fields:
Name of the park: Hagert Playground
Describe the issue: Overflowing trash in trash cans
Exact location within the park: Trash cans
Large Crew & Heavy Machinery To Clean Up?: No",39.9847469,-75.1289024,5008Y00001rooBM,,2022,POINT (488994.4804248497 4426072.231115342)
2022/03/21 21:27,2022/09/28 12:27,14811616,Janitorial Maintenance,Parks & Recreation,5153 E TABOR RD,19120,Closed,Janitorial Maintenance,Trash,Park,,Yes,,,"Name of the park: Tacony creek park
Describe the issue: A lot of trash, high grass. inside and outside area , requesting for no dumping signs to be place outside of park !
Exact location within the park: Outside area and inside of park , near the railings Fence of park
Large Crew & Heavy Machinery To Clean Up?: Yes",40.0316915,-75.1093362,5008Y00001ropIL,,2022,POINT (490671.4098345512 4431280.399864499)
2022/03/22 08:15,2022/09/28 12:50,14811779,Janitorial Maintenance,Parks & Recreation,ELMWOOD AVE & S 64TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Bags of trash, construction debris and furniture dumped in the park near the intersection.",39.9230728,-75.229091,5008Y00001rouRL,,2022,POINT (480422.92540477426 4419244.226182776)
2022/03/22 08:15,2022/09/29 11:23,14811780,Janitorial Maintenance,Parks & Recreation,ELMWOOD AVE & S 64TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Bags of trash, construction debris and furniture dumped in the park near the intersection.",39.9230728,-75.229091,5008Y00001rouRQ,,2022,POINT (480422.92540477426 4419244.226182776)
2022/03/23 08:44,2022/09/26 13:32,14814921,Janitorial Maintenance,Parks & Recreation,5601 BALTIMORE AVE,19143,Closed,Janitorial Maintenance,Trash,Park,,No,,,Requesting the trash cans in the park be emptied.,39.9465444,-75.2370774,5008Y00001rpPB9,,2022,POINT (479747.36275389587 4421851.100573613)
2022/03/25 15:01,2022/09/23 13:15,14821997,Janitorial Maintenance,Parks & Recreation,6536 CRESCENTVILLE RD,19120,Closed,Janitorial Maintenance,Trash,Park,,No,,,There is trash in the park.,40.0473534,-75.1124264,5008Y00001sFiDA,,2022,POINT (490409.9475233611 4433019.058240054)
2022/04/02 13:51,,14837948,Janitorial Maintenance,Parks & Recreation,W THOMPSON ST & N 59TH ST,,New,Janitorial Maintenance,Trash,Park,,No,,,"After Spring Cleaning  Carroll Park we need trash pick up. (see Photo). Thanks in Advance for all you help keeping our Park clean!!

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Carroll Park
Exact location within the park: Trash receptacles in the park and on the 58th street side of the park trash Bags and tree branches (see photo).
Describe the issue: Trash pick up",39.9716799,-75.2377427,5008Y00001sIkWw,5008Y00001qJ8xi,2022,POINT (479697.9631519793 4424641.030943765)
2022/04/08 08:17,2022/09/23 12:00,14850636,Janitorial Maintenance,Parks & Recreation,BUSTLETON AVE & WINCHESTER AVE,,Closed,Janitorial Maintenance,Trash; Litter,Park,,Yes,,,Trash on the perimeter of the park,40.0775428,-75.0438922,5008Y00001sXb9G,,2022,POINT (496257.61635781353 4436364.691609246)
2022/04/18 08:15,2022/09/28 12:50,14867795,Janitorial Maintenance,Parks & Recreation,ELMWOOD AVE & S 64TH ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"mattresses, furniture, bags of trash",39.9230728,-75.229091,5008Y00001sruHL,5008Y00001rouRL,2022,POINT (480422.92540477426 4419244.226182776)
2022/04/22 20:50,2023/03/10 15:28,14883424,Janitorial Maintenance,Parks & Recreation,BALTIMORE AVE & S 43RD ST,,Closed,Janitorial Maintenance,Trash,Park,,No,,,"trash overflow

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Clark park
Exact location within the park: northern section in between Baltimore ave and Chester
Describe the issue: all trash cans are full and overflowing",39.9495428,-75.2092602,5008Y00001su3s2,5001M00001a8pXU,2022,POINT (482124.4647399406 4422177.948093037)
2022/04/25 12:00,2022/08/04 13:08,14885715,Janitorial Maintenance,Parks & Recreation,5100 N 16TH ST,19141,Closed,Janitorial Maintenance,Trash,Park,,No,,,Illegal dumping inside the park on W Fisher ave side of the property.,40.0321227,-75.1495779,5008Y00001tSIIR,,2022,POINT (487238.0577597388 4431333.248972082)
2022/04/26 18:39,2022/08/04 12:22,14890551,Janitorial Maintenance,Parks & Recreation,1301 BEACH ST,19125,Closed,Janitorial Maintenance,Trash,Park,,No,Other,Litter,"Someone threw a party at the park and there is picnic litter everywhere, the cans are full and they left a mini grill too.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Is there commercial hazardous waste?: No
Is the trash in the bike lane, street or the sidewalk?: Sidewalk",39.9669925,-75.1286377,5008Y00001tSzQe,,2022,POINT (489014.23777598643 4424101.641088857)
2022/05/03 11:58,2022/08/03 13:59,14904480,Janitorial Maintenance,Parks & Recreation,5655 GRAYS AVE,19143,Closed,Janitorial Maintenance,Trash,Playground,,No,,,"undefined

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: 57th Grays ave
Describe the issue: Trash cans overflowing and trash all over the park
Exact location within the park: 57th W Grays ave",39.9315389,-75.2201818,5008Y00001tNkLV,,2022,POINT (481186.58336350834 4420181.954268423)
2022/05/04 14:52,2022/08/02 15:35,14908347,Janitorial Maintenance,Parks & Recreation,2201 S 6TH ST,19148,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Weinberg
Describe the issue: Please remove abandoned shopping cart
Exact location within the park: S 6th",39.92141,-75.1568863,5008Y00001tf6oA,,2022,POINT (486592.88965515414 4419046.336090814)
2022/05/05 13:36,2022/08/03 13:23,14910821,Janitorial Maintenance,Parks & Recreation,4936 SPRUCE ST,19139,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Requesting to have all trash cans emptied, cans are overflowing.",39.9540105,-75.221558,5008Y00001tfWDN,,2022,POINT (481075.1859731931 4422676.351647255)
2022/05/12 11:36,,14925183,Janitorial Maintenance,Parks & Recreation,501 E JOHNSON ST,19144,New,Janitorial Maintenance,Trash,Park,,No,,,"Trash cleanup needed

 Custom Fields: 
Custom fields:
Name of the park: Cliveden
Describe the issue: Trash cleanup needed
Exact location within the park: Interior
Large Crew & Heavy Machinery To Clean Up?: No",40.0514311,-75.1766524,5008Y00001tiG7X,5001M00001l2u4h,2022,POINT (484932.31910195417 4433480.539786464)
2022/05/13 08:13,2022/07/27 12:17,14927246,Janitorial Maintenance,Parks & Recreation,5300 N 16TH ST,19141,Closed,Janitorial Maintenance,Trash,Park,,No,,,Illegal dumping located on the W Fisher Ave side of the park.,40.034505,-75.1495415,5008Y00001tie7c,,2022,POINT (487241.6073054994 4431597.657437926)
2022/05/16 18:28,2022/07/27 15:03,14933888,Janitorial Maintenance,Parks & Recreation,200 W 65TH AVE,19126,Closed,Janitorial Maintenance,Litter,Playground,,No,,,litter through out the park,40.0497109,-75.1236997,5008Y00001u977S,,2022,POINT (489448.69019711745 4433281.994928094)
2022/05/18 12:09,2022/07/29 13:37,14938753,Janitorial Maintenance,Parks & Recreation,4301 LEVICK ST,19135,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,Caller says grass was cut and trash was thrown everywhere. Caller says there's trash on the ground and all the trash cans are over flowing.,40.0251863,-75.0549385,5008Y00001u9sjD,,2022,POINT (495312.18942516606 4430554.103067281)
2022/05/23 09:15,2022/07/27 13:36,14947185,Janitorial Maintenance,Parks & Recreation,500 WOLF ST,19148,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Mifflin Square
Describe the issue: Please provide more trash cans and some recycling bins (there are none now) for the park. There is lots of litter in the park and I would pick it up but there is no where to put it. If you provide more receptacles, members of the community can do more to keep the park clean.
Exact location within the park: Northeast quadrant",39.9200589,-75.1561426,5008Y00001uBhkP,,2022,POINT (486656.18217224727 4418896.267750082)
2022/05/24 18:00,2022/07/21 10:36,14952892,Janitorial Maintenance,Parks & Recreation,5100 PARRISH ST,19139,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,Caller reporting trash bags on the street around the park and trash cans need to emptied.,39.966833,-75.2228351,5008Y00001uXW5h,,2022,POINT (480969.65476206405 4424099.78755578)
2022/05/25 12:28,2022/07/08 15:47,14954466,Janitorial Maintenance,Parks & Recreation,5200 N 16TH ST,19141,Closed,Janitorial Maintenance,Litter,Park,,No,,,Trash is closer to 16th and fisher inside the park.,40.0331821,-75.1493339,5008Y00001uXnvX,,2022,POINT (487259.072903054 4431450.79781502)
2022/05/25 13:28,2022/07/08 14:44,14954763,Janitorial Maintenance,Parks & Recreation,W FISHER AVE & N 16TH ST,,Closed,Janitorial Maintenance,Odor; Trash; Litter,Park,,No,,,Customer reporting trash in park,40.0337628,-75.1491895,5008Y00001uXq2z,,2022,POINT (487271.5008333795 4431515.229602181)
2022/05/29 17:29,2022/07/06 14:31,14961104,Janitorial Maintenance,Parks & Recreation,FOUNTAIN GREEN DR & KELLY DR,,Closed,Janitorial Maintenance,Trash,Park,,Yes,Other,Litter,"Pile of tires at Boxer?s Trail trailhead in Fairmount Park

 Custom Fields: 
Custom fields:
Is the trash in the bike lane, street or the sidewalk?: Sidewalk
Large Crew & Heavy Machinery To Clean Up?: Yes
Is there commercial hazardous waste?: No",39.9806224,-75.1980018,5008Y00001uZRyJ,,2022,POINT (483093.8434171448 4425625.2677564025)
2022/06/01 07:44,2022/07/21 10:46,14964835,Janitorial Maintenance,Parks & Recreation,E ST & E INDIANA AVE,,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,"This is a park and right by the only playground in the area.  The cars need to be towed. They are camping literally under the no camping sign and it is growing on the west side of the park.  Open consumption, etc.  Please address before it grows any more. Thank you",39.9941697,-75.1199896,5008Y00001uaOBv,,2022,POINT (489756.85145302396 4427117.0061762305)
2022/06/01 10:56,2022/07/20 14:49,14965760,Janitorial Maintenance,Parks & Recreation,5325 OLD YORK RD,19141,Closed,Janitorial Maintenance,Litter,Park,,No,,,"Customer states park was cleaned, about 3weeks ago, and bags of trash has not been removed.",40.0341147,-75.1451702,5008Y00001uaVt6,,2022,POINT (487614.48189334146 4431553.720695922)
2022/06/02 14:38,2023/03/02 03:28,14969783,Janitorial Maintenance,Parks & Recreation,601 BORBECK AVE,19111,Closed,Janitorial Maintenance,Odor; Trash; Litter,Playground,,No,,,"In general? empty bottles, caps, plastic bags? little things that get stopped over by people are what small children put in their moths. I hope the dragon area will be cleaned up daily as the weeds and debris tend to gather there also. Thank you

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Fox chase Rec play ground
Describe the issue: I take my 4year old son and 3 year old daughter with autism to this park and more so in the summer with the sprinkler-dragon. However, lately the amount of trash, cigarette butts and yes even a syringe was found by me as I walked around the park with my kids. This is close to us and would love to revisit. But having a special needs child means a cleaner environment. The weeds and bushes are overgrown with trash is shoved inside them. The fences are busted and the grass and weeds are overgrown. I understand the community needs to clean up after themselves but I have cleaned up each time I?ve been there and can only do so much.
Exact location within the park: The boarders of the play equipment",40.0730317,-75.0811256,5008Y00001ubBI0,,2022,POINT (493082.52574089257 4435866.226893773)
2022/06/02 16:02,2023/03/10 03:11,14970164,Janitorial Maintenance,Parks & Recreation,7001 GERMANTOWN AVE,19119,Closed,Janitorial Maintenance,Trash,Playground,,No,,,trash cans at each field and playground area overflowing,40.0576023,-75.1885011,5008Y00001ubEiK,50016000010MK9T,2022,POINT (483923.12608845416 4434167.562039178)
2022/06/06 11:27,,14975432,Janitorial Maintenance,Parks & Recreation,W THOMPSON ST & N 59TH ST,,In-Progress,Janitorial Maintenance,Trash,Park,8.0,No,,,"Help, After cleaning the park our receptacles needs to be emptied. 
Thanks in Advance 
From Friends of Carroll.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Carroll Park
Exact location within the park: All receptacles
Describe the issue: Full receptacles Full, need to be employed.  Thanks",39.9716799,-75.2377427,5008Y00001vA4TO,,2022,POINT (479697.9631519793 4424641.030943765)
2022/06/06 11:58,2022/07/29 13:37,14975554,Janitorial Maintenance,Parks & Recreation,4301 LEVICK ST,19135,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,Caller says grass was cut and trash was thrown everywhere. Caller says there's trash on the ground and all the trash cans are over flowing.,40.0251863,-75.0549385,5008Y00001vA5YZ,5008Y00001u9sjD,2022,POINT (495312.18942516606 4430554.103067281)
2022/06/07 14:58,2022/07/18 13:22,14979341,Janitorial Maintenance,Parks & Recreation,SMITH MEMORIAL DR & RESERVOIR DR,,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,trash & litter throughout the park,39.9834062,-75.1951369,5008Y00001vAgdm,,2022,POINT (483339.135939305 4425933.702453531)
2022/06/08 11:39,,14981138,Janitorial Maintenance,Parks & Recreation,HOLMEHURST AVE & RHAWN ST,,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Pennypack park trail post PP075 location, 1/4 mile North on trail in front of bathrooms. overload of trash from Holiday parties, I guess.


Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Pennypack Park
Describe the issue: overflowing trash cans and debris and trash on the ground
Exact location within the park: Pennypack park trail post PP075 location, 1/4 mile North on trail in front of bathrooms",40.0508822,-75.0360377,5008Y00001vB2ud,,2022,POINT (496926.117188046 4433405.292041333)
2022/06/08 17:46,,14982706,Janitorial Maintenance,Parks & Recreation,6000 ANGORA TER,19143,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"construction debris dumped on Cobbs creek Park trail between regional rail Bridge & Fernwood st

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Cobbs Creek
Exact location within the park: On trail between Fernwood st & regional rail overpass
Describe the issue: construction debris dumped on Cobbs creek Park trail between regional rail Bridge & Fernwood st",39.9432299,-75.2454344,5008Y00001vBG3J,,2022,POINT (479032.4429033175 4421485.156521912)
2022/06/10 09:37,,14986007,Janitorial Maintenance,Parks & Recreation,W THOMPSON ST & N 59TH ST,,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Carroll Park
Exact location within the park: Through out the park next to trash receptacles.
Describe the issue: All our trash receptacles have been emptied, we now need a pick up of the bags next to receptacles.  Park squirrels are tearing bags open.  Help!! Thanks in Advance",39.9716799,-75.2377427,5008Y00001vHivF,5008Y00001vA4TO,2022,POINT (479697.9631519793 4424641.030943765)
2022/06/20 15:06,,15002953,Janitorial Maintenance,Parks & Recreation,1245 N 58TH ST,19131,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Someone felt the need to dump this trash in the park!!   HELP !!  
               &
All our receptacles in the park are full and need to be emptied.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Carroll Park
Exact location within the park: Park sidewalk on 58th street.  Across from 1233 58th street.   Thanks in advance
Describe the issue: Need trash pick,  Need the big truck.  See info and picture.",39.9714193,-75.2356319,5008Y00001vghIa,,2022,POINT (479878.1386739719 4424611.628641326)
2022/06/23 10:55,2022/10/19 15:59,15010232,Janitorial Maintenance,Parks & Recreation,OGONTZ AVE & W OLNEY AVE,,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,,,"Customer reported -trash bags 16 St side,trash basketball court,Chew ave 16 St between Virgina RD",40.0389724,-75.1499886,5008Y00001vi2MN,,2022,POINT (487204.29716193344 4432093.562727774)
2022/06/23 11:13,2022/10/24 16:20,15010326,Janitorial Maintenance,Parks & Recreation,OGONTZ AVE & W OLNEY AVE,,Closed,Janitorial Maintenance,Trash,Park,,No,,,Customer is upset at the 120 timeframe for janitorial maintenance,40.0389724,-75.1499886,5008Y00001vi2ra,,2022,POINT (487204.29716193344 4432093.562727774)
2022/06/23 18:59,,15012119,Janitorial Maintenance,Parks & Recreation,200 E INDIANA AVE,19134,In-Progress,Janitorial Maintenance,Floor; Glass; Grafitti; Odor; Litter,Playground,,Yes,,,"A lot of trash is on Ella St and Stella St.. The park has illegal and unauthorized holes everywhere. And the garden is being used as private property storage that should be taken out.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: Yes
Name of the park: Hope Park
Describe the issue: Trash and  encampments and tents everywhere
Exact location within the park: All over",39.9950505,-75.1279102,5008Y00001viItX,,2022,POINT (489080.83391079324 4427215.706440898)
2022/06/24 06:54,,15012309,Janitorial Maintenance,Parks & Recreation,551 MASTER ST,19122,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Overflowing trash cans

 Custom Fields: 
Custom fields:
Name of the park: Cruz Recreation center
Describe the issue: Trash cans overflowing
Exact location within the park: Trash cans at front of park
Large Crew & Heavy Machinery To Clean Up?: No",39.9727873,-75.1456268,5008Y00001viQsJ,,2022,POINT (487564.404672001 4424747.034812927)
2022/06/24 14:32,,15014076,Janitorial Maintenance,Parks & Recreation,1261 N 58TH ST,19131,In-Progress,Janitorial Maintenance,Grafitti; Trash,Park,,No,,,"Household trash dumped in our park once Again from across the street!!

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Carroll Park
Exact location within the park: 58th side of Carroll Park
Describe the issue: Household trash Dumped in our park",39.9717557,-75.2356949,5008Y00001vidV3,,2022,POINT (479872.8574323099 4424648.979838522)
2022/06/29 09:48,,15021860,Janitorial Maintenance,Parks & Recreation,4998 SPRUCE ST,19143,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,Customer reporting heavy trash bags left in park,40.0227029,-75.055419,5008Y00001vkSJ0,,2022,POINT (495271.01770318026 4430278.494187147)
2022/06/29 14:54,,15023363,Janitorial Maintenance,Parks & Recreation,2300 WHARTON ST,19146,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"trash can is overflowing. Thank you:)

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Wharton Sq Park
Describe the issue: Trash can overflowing.
Exact location within the park: Spray Ground",39.9360617,-75.1825748,5008Y00001vkcZq,,2022,POINT (484400.93944562733 4420676.686244804)
2022/06/29 15:14,2022/07/12 13:05,15023465,Janitorial Maintenance,Parks & Recreation,W JOHNSON ST & W WALNUT LN,,Closed,Janitorial Maintenance,Trash,Park,,Yes,,,"Garbage has not been picked up all week

 Custom Fields: 
Custom fields:
Name of the park: Blue bell park
Describe the issue: Garbage pick up
Exact location within the park: Garbage cans
Large Crew & Heavy Machinery To Clean Up?: Yes",40.033377,-75.197123,5008Y00001vkdu4,,2022,POINT (483181.8294958066 4431480.359290401)
2022/06/30 10:32,,15024922,Janitorial Maintenance,Parks & Recreation,2321 WHARTON ST,19146,In-Progress,Janitorial Maintenance,Trash,Playground,,No,,,"so much trash

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Wharton
Exact location within the park: kid's playground
Describe the issue: overflowing trash cans, trash blowing in the wind",39.9363043,-75.1830689,5008Y00001wELDH,,2022,POINT (484358.7790962893 4420703.698669707)
2022/06/30 13:31,2022/07/12 13:08,15025749,Janitorial Maintenance,Parks & Recreation,5301 N BROAD ST,19141,Closed,Janitorial Maintenance,Trash; Litter,Park,3.0,No,,Bagged,"three large bags of trash and bins are constantly overflowing 
some of the bags were removed two weeks ago",40.0341147,-75.1451702,5008Y00001wERK9,,2022,POINT (487614.48189334146 4431553.720695922)
2022/07/03 22:03,,15029607,Janitorial Maintenance,Parks & Recreation,4800 WAYNE AVE,19144,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"This park needs help. The tennis court is abandoned and is a breeding ground for invasive plants and spotted lanterflys.

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Happy Hollow
Describe the issue: old piled up trash near entrance. Gate is totally broken. Tennis court over run with trash and invasive plants.
Exact location within the park: Pulaski Ave entrance",40.0241039,-75.1653354,5008Y00001wFY2o,,2022,POINT (485891.9800750265 4430445.612105083)
2022/07/06 20:17,2023/03/10 03:15,15037893,Janitorial Maintenance,Parks & Recreation,2100 N HOWARD ST,19122,Closed,Janitorial Maintenance,Trash,Park,,No,,,"Anti sanitary condition. If you put trash can please make sure it?s clean but not crating trash and smell to residents

 Custom Fields: 
Custom fields:
Name of the park: Norris square
Describe the issue: Anti sanitary condition with trash cans in the park. Are not cleaned and creating anti sanitary condition for the residents and attracting pests to the area
Exact location within the park: Across 2124 N Hancock st on the park side
Large Crew & Heavy Machinery To Clean Up?: No",39.98257,-75.1337791,5008Y00001wGlA6,5001M00001YMkwD,2022,POINT (488577.7514781596 4425831.23038947)
2022/07/07 14:06,,15042066,Janitorial Maintenance,Parks & Recreation,1301 CARPENTER ST,19147,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,Park is in need of cleaning.,39.9388524,-75.1646461,5008Y00001wH7LS,,2022,POINT (485933.3269452406 4420983.44397525)
2022/07/07 16:07,2022/10/24 16:19,15042645,Janitorial Maintenance,Parks & Recreation,5225 N 16TH ST,19141,Closed,Janitorial Maintenance,Trash,Park,4.0,Yes,,,"Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: Yes
Name of the park: Wakefield
Exact location within the park: Fisher Street side off 16th street
Describe the issue: construction old house stuff...door and drywall",40.0333472,-75.1490418,5008Y00001wHBsf,,2022,POINT (487284.0250741742 4431469.080676405)
2022/07/19 13:17,2022/10/17 17:08,15065648,Janitorial Maintenance,Parks & Recreation,4000 PARKSIDE AVE,19104,Closed,Janitorial Maintenance,Trash,Park,,No,,,Broken Glass on sidewalk surrounding park,39.9743965,-75.2044275,5008Y00001wl6sh,,2022,POINT (482543.6079398577 4424935.493685919)
2022/07/19 16:03,,15066435,Janitorial Maintenance,Parks & Recreation,500 WOLF ST,19148,In-Progress,Janitorial Maintenance,Glass; Grafitti; Odor; Trash,Playground,,No,,,"Request to clean, cut grass, maintain and put on sprinklers. Homeless have taken over the playground.",39.9200589,-75.1561426,5008Y00001wlC3g,,2022,POINT (486656.18217224727 4418896.267750082)
2022/07/21 12:15,,15071121,Janitorial Maintenance,Parks & Recreation,DICKS AVE & S 69TH ST,,In-Progress,Janitorial Maintenance,Litter,Recreation Center,,No,,,"Trash needs to be removed within park. At soccer , tennis , baseball field and entrance",39.9158267,-75.2332675,5008Y00001xBEew,,2022,POINT (480063.91921986284 4418440.914148964)
2022/07/22 16:37,,15074781,Janitorial Maintenance,Parks & Recreation,WHITE TRL & ORANGE TRL,,In-Progress,Janitorial Maintenance,Trash,Park,,No,,,"Wissahickon Valley Park
Dumping

 Custom Fields: 
Custom fields:
Name of the park: Wissahickon park near ridge ave
Describe the issue: many contractor bags dumped under Septa bridge
Exact location within the park: Directly under Manayunk Norristown bridge over Wissahickon on the east side by single track trail entrance on ridge to the east of Lincoln dr
Large Crew & Heavy Machinery To Clean Up?: No",40.0569874,-75.2180184,5008Y00001xBpy9,,2022,POINT (481405.4867443959 4434105.060938654)
2022/07/23 14:10,2022/10/24 16:13,15075364,Janitorial Maintenance,Parks & Recreation,1007 LIVEZEY LN,19119,Closed,Janitorial Maintenance,Odor; Trash; Litter,Park,,Yes,,,"Large Crew & Heavy Machinery To Clean Up?: Yes
Name of the park: Wissahickon
Describe the issue: Large amount of constant dumping of trash
Exact location within the park: Devils pool/Wissahichon creek",40.0476942,-75.2102622,5008Y00001xC6Zy,,2022,POINT (482064.5679848825 4433072.004971633)
2022/07/23 18:50,,15075433,Janitorial Maintenance,Parks & Recreation,900 W MOUNT AIRY AVE,19119,In-Progress,Janitorial Maintenance,Trash; Litter,Park,,No,,,"Bags of garbage


Name of the park: Wissahickon
Describe the issue: Bags of garbage
Exact location within the park: Where orange trail crosses bridge from mt airy ave
Large Crew & Heavy Machinery To Clean Up?: No",40.0435147,-75.2081069,5008Y00001xCBuC,,2022,POINT (482247.33182538865 4432607.6852744175)
2022/07/24 20:44,2022/07/27 13:20,15075866,Janitorial Maintenance,Parks & Recreation,FORBIDDEN DR & VALLEY GREEN RD,,Closed,Janitorial Maintenance,Trash; Litter,Park,,No,Other,Bagged,"Wissahickon Valley Park
Trash & trash bags left by party with no permit. They also moved a park bench out of the way & drove vehicles into the field.

Is the trash in the bike lane, street or the sidewalk?: Residential or Commercial Property - please contact Philly311
Large Crew & Heavy Machinery To Clean Up?: No
Is there commercial hazardous waste?: No",40.0546664,-75.2181786,5008Y00001xCT0O,,2022,POINT (481391.19218978554 4433847.483297411)
2022/07/25 08:46,,15076162,Janitorial Maintenance,Parks & Recreation,HERMIT ST & MANOR ST,,In-Progress,Janitorial Maintenance,Odor; Trash; Litter,Playground,,No,,,"New trash can needed

Name of the park: Neighbors park
Describe the issue: Someone lit the trash can on fire. It is now broken and a bag is unable to be placed inside but people continue to put trash in there and it is a mess. Please replace the trash can so our park stays trash free!!!
Exact location within the park: By the tables
Large Crew & Heavy Machinery To Clean Up?: No",40.0215429,-75.2127501,5008Y00001xCZT7,,2022,POINT (481845.4163349101 4430169.949637066)
2022/07/25 10:15,,15076654,Janitorial Maintenance,Parks & Recreation,LINDBERGH BLVD & S 74TH ST,,In-Progress,Janitorial Maintenance,Trash; Litter,Park,,No,,,Customer reporting trash loud music and tents tied to trees that people leave out there,39.9064542,-75.235164,5008Y00001xCc4F,,2022,POINT (479899.0963554217 4417401.097897733)
2022/07/25 17:36,,15078846,Janitorial Maintenance,Parks & Recreation,600 GARLAND ST,19120,In-Progress,Janitorial Maintenance,Trash; Litter,Park,,No,,,"Please have park ranger

 Custom Fields: 
Custom fields:
Large Crew & Heavy Machinery To Clean Up?: No
Name of the park: Tacony creek
Describe the issue: Someone digging in front of basketball court , please contact park ranger . They leave case of  beer bottles everyday
Exact location within the park: 600 Garland st",40.034644,-75.110367,5008Y00001xCtee,,2022,POINT (490583.86775143933 4431608.2089316305)
2022/07/26 14:22,2022/07/28 15:06,15080930,Janitorial Maintenance,Parks & Recreation,1919 W ONTARIO ST,19140,Closed,Janitorial Maintenance,Litter,Park,,No,Other,Litter,there is dumping illegally on this spot of the park frequently,40.0058789,-75.1614157,5008Y00001xDGxo,,2022,POINT (486222.78283906245 4428422.195367949)
